热度,作者,用户名,内容,链接,发布时间
1134,ollama,ollama,"ollama launch pi --model kimi-k2.5:cloud  Ollama can now launch Pi, the coding agent that powers OpenClaw.   Designed to be a minimal coding harness that can be adapted to your workflows to create you",https://twitter.com/ollama/status/2038506792070914079,Mon Mar 30 06:41:07 +0000 2026
294,MAGIKARP🦈💦,UniteVids,🌳✨ A Pokémon Pokopia Player has built the perfect Auto Berry and Vegetables Farm in a Tree House! https://t.co/mLB13plCZP,https://twitter.com/UniteVids/status/2038587497987358939,Mon Mar 30 12:01:49 +0000 2026
242,Marlow,marlowxbt,"Told Claude I had $1,000 and one week to make it work. No plan. No job. Just $1,000 and one question.  Expected the usual. Index funds. High yield savings. Maybe stocks.  Instead Claude said something",https://twitter.com/marlowxbt/status/2038687193510842467,Mon Mar 30 18:37:58 +0000 2026
222,Sjuul | AltCryptoGems,AltCryptoGems,"You can supply USDG, USDT, xBTC, xETH and more directly on @Aave X Layer. yield auto-compounds. you keep custody the entire time!  @OKX Wallet makes the deposit flow, takes just seconds. https://t.co/",https://twitter.com/AltCryptoGems/status/2038715822361715133,Mon Mar 30 20:31:44 +0000 2026
87,FIRSTviralonboardOGcreatorAIcoin,abcdefgcoin,Did you know we are first cashback coin to have an auto burn mechanic from our PFP mints that require a token burn every mint? So far 131 minted of 300. One day we will burn 20% of this beautiful cash,https://twitter.com/abcdefgcoin/status/2038680525553225738,Mon Mar 30 18:11:28 +0000 2026
86,pieverse,pieverse_io,"A2A commerce won’t be powered by intelligence alone—it needs economic infrastructure.  Pieverse’s A2A Commerce Protocol is designed to give agents a shared framework to discover services, coordinate w",https://twitter.com/pieverse_io/status/2038631945576526219,Mon Mar 30 14:58:26 +0000 2026
69,The Trout Farm,Mike__McKenna,Shout-Out to @dacopps for the fun trade mailday!   Jac Caglianone 1st Bowman Chrome HTA Auto /150 🙌🏼 https://t.co/pdIz1xfZYx,https://twitter.com/Mike__McKenna/status/2038690876227211308,Mon Mar 30 18:52:36 +0000 2026
60,Flow.com,flow_blockchain,"What happens when a builder ships a full DeFi suite on an L1 with sub-cent fees and MEV resistance?  KittyPunch: spot trading, stableswaps, yield farms, auto-compounding vaults, and an aggregator. $30",https://twitter.com/flow_blockchain/status/2038706919398142231,Mon Mar 30 19:56:21 +0000 2026
56,cryptopsihoz,rimtoln,finally an ai agent with a mission beyond memes  most agents just trade or farm engagement  beppe actually closes the loop  earn → buy food → donate  all autonomous built on @base with @bidali in the ,https://twitter.com/rimtoln/status/2038711339699318835,Mon Mar 30 20:13:55 +0000 2026
53,🍅,ks3654,whichever disaster management bureau agent designed that poster needs to switch to a different department. graphic design is NOT their passion,https://twitter.com/ks3654/status/2038776305114825074,Tue Mar 31 00:32:04 +0000 2026
