热度,作者,用户名,内容,链接,发布时间
408,Rohan Paul,rohanpaul_ai,"🇨🇳 Somewhere in China somebody is running a huge local LLM setup, with a large set of Mac minis.  You can make OpenClaw AI agents run on these and do whatever you want all day long.  or it may be just",https://twitter.com/rohanpaul_ai/status/2035965276303581535,Mon Mar 23 06:22:02 +0000 2026
259,Republic,republic,Mark Zuckerberg Testing an AI Agent Designed to Take On the Role of CEO  https://t.co/hK5PuEITAC,https://twitter.com/republic/status/2035957750812000386,Mon Mar 23 05:52:08 +0000 2026
144,jerma sensory bot ☆,jermastims,https://t.co/H4YGWUA2vN,https://twitter.com/jermastims/status/2036096271249752512,Mon Mar 23 15:02:34 +0000 2026
128,Jerry Liu,jerryjliu0,Let your AI agent read any PDF on the internet in seconds 🌐⚡️  ```  curl -sL https://t.co/dt61c4zQsi | lit parse -  ```  LiteParse is our fast and free document parser designed to seamlessly plug into,https://twitter.com/jerryjliu0/status/2036171132806869251,Mon Mar 23 20:00:02 +0000 2026
118,The Trout Farm,Mike__McKenna,This card has seriously climbed the ranks of *Favorite Bobby Witt Jr RC Auto* in my collection 🤩  /25 (pop 6 w/ only 3 higher) https://t.co/XLisLrfXZo,https://twitter.com/Mike__McKenna/status/2036096948051337341,Mon Mar 23 15:05:15 +0000 2026
117,Aomi,aomi_labs,"We just built a delta neutral funding rate bot.  Same strategy quants have been running for years — buy spot, short perp, collect funding yield.  But instead of 24 files and 9 modules, it's 7 files an",https://twitter.com/aomi_labs/status/2036111355762090364,Mon Mar 23 16:02:30 +0000 2026
116,Noah’s Ark 🚢,NoahsArk1000,Is this the Israeli Twitter bot farm manipulating American polls and pushing pro-Israel posts?  https://t.co/GDCjxcDGnr,https://twitter.com/NoahsArk1000/status/2036273445202186307,Tue Mar 24 02:46:36 +0000 2026
93,Hey Anon,HeyAnonai,"Full MCP for @ConvexFinance   An extensive tool kit for agents to deposit liquidity, claim rewards, and manage positions.  Convex is a foundational protocol within the broader EVM ecosystem. Now integ",https://twitter.com/HeyAnonai/status/2036125642396410118,Mon Mar 23 16:59:17 +0000 2026
70,viraz.eth,Viraz04,"Introducing AgentGate 🤖  Our submission to the @synthesis_md hackathon  Agent-to-Agent DeFi infrastructure on Base — where agents deposit into a Lido powered yield Vault, delegate, and trade autonomou",https://twitter.com/Viraz04/status/2036120235389132801,Mon Mar 23 16:37:48 +0000 2026
61,Bot Ben,BobeApp,Want to explore on-chain yield with confidence? See how BoBe works → https://t.co/MMru0ZSPnq #DeFi https://t.co/t0IA4jl8Cs,https://twitter.com/BobeApp/status/2036066569332424775,Mon Mar 23 13:04:33 +0000 2026
60,Meaghan Mobbs,mobbs_mentality,The purpose is psychological.  Bot farms are designed to manufacture the appearance of consensus around narratives that would otherwise be rejected on their merits.  When people repeatedly encounter t,https://twitter.com/mobbs_mentality/status/2036270138874278116,Tue Mar 24 02:33:27 +0000 2026
50,GitHub,github,"The GitHub Security Lab Taskflow Agent is designed to detect Auth Bypasses, IDORs, Token Leaks, and other vulnerabilities that often slip through standard tooling.  Want to scan your own project? The ",https://twitter.com/github/status/2036172386974794192,Mon Mar 23 20:05:01 +0000 2026
50,Oliur,UltraLinx,Well this is much easier to set up and use for the average person compared to OpenClaw.,https://twitter.com/UltraLinx/status/2036302026758381972,Tue Mar 24 04:40:10 +0000 2026
44,単語はかせBot,BotHakase,ソーンダイクの問題箱【Thorndike's puzzle box】アメリカのエドワード・ソーンダイクが、試行錯誤説を説明する為に行った動物実験とその道具。空腹の猫を閉じ込めて外にエサを置き、試行錯誤によって偶然脱出できる体験を繰り返すと、次第に所要時間が短くなる。猫の問題箱。 https://t.co/MZLZ4WkWwN,https://twitter.com/BotHakase/status/2036035255908594055,Mon Mar 23 11:00:07 +0000 2026
41,Nock,0xNock,"My entry for @synthesis_md   This weekend I built an @elizaOS agent that manages vacant land in Detroit. It monitors biodiversity, removes invasive species, hires contractors, and pays for everything ",https://twitter.com/0xNock/status/2036078133749682456,Mon Mar 23 13:50:30 +0000 2026
24,Persistence One 🟠🔁,PersistenceOne,Persistence Interop = Manual BridgeKitty MCP = Agent  Same actions: • Swap • Bridge • Move assets • Farm $XPRT • Check balances  Use either. Doesn’t really matter. Just use DeFi more. https://t.co/a2d,https://twitter.com/PersistenceOne/status/2036090480237408746,Mon Mar 23 14:39:33 +0000 2026
22,YellowCardGurú - IA Model 🟨,YellowCardGuru,"A falta de 7 días de mes, confirmamos que la reconfiguración del BOT ha sido 🔥  - M A R Z O -  ⏩248 picks 📊+36.7% yield 🔝Cuota media 6.13 💰+90.9u  Muy por encima de lo esperado.  Ahora llega el tramo ",https://twitter.com/YellowCardGuru/status/2036089666068201784,Mon Mar 23 14:36:19 +0000 2026
21,Aixa,aixarizzo,"an ai agent for OSINT, who's building this?",https://twitter.com/aixarizzo/status/2036212759956758806,Mon Mar 23 22:45:27 +0000 2026
20,Ace Modey - LO Film,ACEMODEY,"Je vous le dit pour être transparent mais j'ai farm l'intermittence histoire de pouvoir auto produire la vidéo sur Karaté Kid, avec un an de décalage, ce qui veut dire que tout le temps que je passe s",https://twitter.com/ACEMODEY/status/2036038699243216919,Mon Mar 23 11:13:48 +0000 2026
20,Eman.sol,Eman_sol_,"9/ On the token side, $HANDL is designed with utility around the product itself.  Current utility includes:  • gas fee sponsorship through auto-buying $HANDL  • access to premium tiers  • rewards http",https://twitter.com/Eman_sol_/status/2036019671749566865,Mon Mar 23 09:58:11 +0000 2026
19,The Book of Ethereum 📘,Bookof_Eth,The trust layer was always the blocker for agent-managed regulated assets. ERC-8004's three registries (identity + reputation + validation) give investors the same due diligence surface they'd expect ,https://twitter.com/Bookof_Eth/status/2036151622745665910,Mon Mar 23 18:42:31 +0000 2026
18,jfromnash_clips,lee_jfromnash,"this wild YouTube view farm raid footage is blowing up today... but it's actually from December 2025 (last year)!  Brazilian Military Police in Macaé, Rio de Janeiro, busted a secret setup with hundre",https://twitter.com/lee_jfromnash/status/2035991689056145586,Mon Mar 23 08:07:00 +0000 2026
17,N8 ✞,NateSzn__,"I'm at the age where i don't correct my auto correct anymore. If i text you """"let's meef for lunh"""" that's your puzzle to solve now. https://t.co/2k3NuhF8f9",https://twitter.com/NateSzn__/status/2036060747734626728,Mon Mar 23 12:41:25 +0000 2026
15,Claw Harbor,ClawHarbor,"My Agent $HARBOR just installed the Trails skill and immediately put it to work.  bridged USDC from Base to Polygon, found the best yield pool, and deposited — all in one prompt using Trails x Bankr. ",https://twitter.com/ClawHarbor/status/2036198431849591040,Mon Mar 23 21:48:31 +0000 2026
14,BigHeadBillionaires 🍔 BHB,BigHeadBillions,On mint out Holders will be able to generate bot packages they can deploy to run locally from their devices!  It trades/swaps and reports p&amp;l back easily and clearly + DEX Filters  Built for you i,https://twitter.com/BigHeadBillions/status/2036058750058913800,Mon Mar 23 12:33:28 +0000 2026
12,Gengar Straw Hat,GengarVMAX,"Tomorrow will be the relaunch at the same time. First, thank you all so much for your support.I'm just an independent artist who loves making art. I went wallet by wallet to those who made purchases b",https://twitter.com/GengarVMAX/status/2036262728659021938,Tue Mar 24 02:04:01 +0000 2026
12,「 𝕲𝖔𝖔𝖓」,goon_crypto,100k+ ERC-8004 agent registrations across chains.  Registration is just the start. Agents need to transact.  That is what ERC-8183 solves. The on-chain standard for agents buying and selling services.,https://twitter.com/goon_crypto/status/2036222500510769303,Mon Mar 23 23:24:09 +0000 2026
11,Yuri,lopushok09,"Find yield. Inspect the market. Deploy capital.  With @agentlayer_ai , AI agents can move from DeFi analysis to onchain execution in one flow  This demo shows an agent checking @kamino, evaluating the",https://twitter.com/lopushok09/status/2036097525199872331,Mon Mar 23 15:07:33 +0000 2026
11,The Trout Farm,Mike__McKenna,Any Reds fans interested in a Sal Stewart 2020 Team USA 🇺🇸 Auto /5  Asking $125 shipped BMWT (won’t gem - /25 recent comp attached) https://t.co/UjeemgXbYF,https://twitter.com/Mike__McKenna/status/2036243109030621376,Tue Mar 24 00:46:03 +0000 2026
11,Kyle Gamedev | Cosmic Coop - OUT NOW!,KyleDGamedev,"Critter Tactics is my next game. A tactical auto-battler where your farm is your build. Place items, power your critters, and fight against other teams.   Built entirely solo, still in dev but hoping ",https://twitter.com/KyleDGamedev/status/2036099525266317594,Mon Mar 23 15:15:30 +0000 2026
10,Viction Vietnam,VictionVN,"BTC Conviction đã nghi nhận bot mint ồ ạt, claim vé chỉ trong vài giây → toàn bộ vé Free hết sạch chỉ sau 2 ngày.  Để công bằng, Ban Tổ chức tạm dừng link mint Free để rà soát & điều chỉnh cơ chế. Lin",https://twitter.com/VictionVN/status/2036093728524271661,Mon Mar 23 14:52:28 +0000 2026
10,Parallax,tryParallax,"the $3,469 single-night burn is a good reminder of what you're actually signing up for with cloud inference.   when the meter's always running, one stuck agent is a bill.   parallax runs models on you",https://twitter.com/tryParallax/status/2036304793858347296,Tue Mar 24 04:51:10 +0000 2026
8,MONster.eth,MONster3638_,https://t.co/lrEeMgwvNT - Degens Minting tomorrow if you have GTD this should be good mint  - Coin is around 27m right now gonna buy some fcfs to bot it  - Looking to buy some as well and may be we ma,https://twitter.com/MONster3638_/status/2036118462100300217,Mon Mar 23 16:30:45 +0000 2026
8,"NEAR Gen Z Oration 🦅⋈,🤖",Oration02,"Traditional DeFi was dope back then.  But it’s still you clicking everything.   Now? All you need   Tell an agent: """"Find me the best yield across chains, keep it private, rebalance if it tanks."""" And i",https://twitter.com/Oration02/status/2036140815974646196,Mon Mar 23 17:59:34 +0000 2026
8,High Yield Harry,HighyieldHarry,The Sweet 16 is brought to you by @nicochristie and the team at @tryshortcutai   Shortcut is the only excel agent I recommend people use.   And it’s because it’s head and shoulders above everything el,https://twitter.com/HighyieldHarry/status/2036133610999136601,Mon Mar 23 17:30:57 +0000 2026
8,Marry Evan,marryevan999,"This OpenClaw Bot made $350,000 in 20 days.  You can also do this, in simple steps with 1 laptop + Internet to make $1500/day.  I have the exact step-by-step guide, priced at $1000, but it's free for ",https://twitter.com/marryevan999/status/2036302520826609945,Tue Mar 24 04:42:08 +0000 2026
8,Primer {x402 / 8004 agentics},primer_systems,"Today we are building out the CLI mode for MultiClaw v2, pictured here beside the GUI itself. Run it as an interactive shell, or single-command mode for automation - your choice.  This update will mak",https://twitter.com/primer_systems/status/2036145510227087812,Mon Mar 23 18:18:14 +0000 2026
7,Farhad,ix_farhad,Every tokenised asset lives or dies on whether the peg holds. Dominion runs an on-chain arb bot that watches SILV vs spot silver price and closes any spread permissionlessly. No human needs to interve,https://twitter.com/ix_farhad/status/2036097021854023967,Mon Mar 23 15:05:33 +0000 2026
7,Cycle Sniper,CycleSniper,"Adding more $ODAI here.  Still one of the cleaner AI agent infra plays on base in my opinion.  Why I like it:  💠 governance layer for AI agents 💠 handles memory, decision loops, and behaviour across m",https://twitter.com/CycleSniper/status/2036228389821161600,Mon Mar 23 23:47:34 +0000 2026
7,Farhad,ix_farhad,Here's where it gets interesting: there are two tokens. $SILV = pegged to silver spot. $SILV-y = the yield-bearing version. LP fees from the Meteora DLMM pool auto-compound into SILV-y.  Why does DLMM,https://twitter.com/ix_farhad/status/2036097018058457598,Mon Mar 23 15:05:32 +0000 2026
7,☠ Bluetouff,bluetouff,"Have fun !  ClawCore-A (智螯芯  “AI/Smart Claw”) – Octa-core CPU @  3.0GHz, 80 TOPS AI compute (expandable to 200 TOPS via PCIe AI card), up  to 64GB LPDDR5. It’s designed for 24/7 use, supports full-cha",https://twitter.com/bluetouff/status/2036040288876036531,Mon Mar 23 11:20:07 +0000 2026
6,HERO🏆,hero_onchain,"MULTIPLE -STREAM REVENUE ARCHITECTURE.  $SILV-y yield isn't """"inflationary print"""" it’s Protocol Generated Value (PGV) which include, 1. Mint/Redeem Fees 2. DLMM Trading Fees 3. Volatility Harvesting (A",https://twitter.com/hero_onchain/status/2036128412385890537,Mon Mar 23 17:10:17 +0000 2026
6,TEX_Official_Amb,TEX_Ambassador,"🚀AI Agents 2026: Robots that trade and earn while you sleep   Imagine: your personal AI agent scans the market itself, copies top traders, optimizes yield in DeFi and brings passive income 24/7.    In",https://twitter.com/TEX_Ambassador/status/2036137471201726788,Mon Mar 23 17:46:17 +0000 2026
6,Kev,kevdevui,"AI Agent Command Center: We designed this to be much more than just a wallet; it's a hub for autonomous on-chain delegation. I built a system where users can register AI Agents, set custom daily spend",https://twitter.com/kevdevui/status/2036238043573551300,Tue Mar 24 00:25:55 +0000 2026
